,Multiple All,Multiple Fatal,Single All,Single Fatal,Total All,Total Fatal,end_date,start_date,total_reactions,first_react
Mefenamic Acid,0,0,4,0,4,0,2015-12-22,1963-07-01,3405,
Mefloquine,0,0,46,0,46,0,2016-02-09,1963-07-01,6860,
Mefruside,0,0,0,0,0,0,2012-05-12,1963-07-01,43,1964-09-30
Megestrol,0,1,0,0,1,0,2015-06-26,1963-07-01,839,1963-10-01
Meglumine,0,0,0,0,0,0,2012-05-12,1963-07-01,44,1965-02-08
Melaleuca,0,0,0,0,0,0,2015-09-28,1963-07-01,81,1986-11-03
Melanocyte Stimulating Hormone,0,0,0,0,0,0,2015-09-16,1963-07-01,43,2008-07-17
Melanotan Ii,0,0,0,0,0,0,2014-12-15,1963-07-01,55,2011-05-17
Melatonin,0,0,2,0,2,0,2016-01-18,1963-07-01,490,2001-01-21
Melissa,0,0,0,0,0,0,2015-04-15,1963-07-01,20,1998-10-06
Meloxicam,0,0,2,0,2,0,2016-02-09,1963-07-01,2822,1995-10-11
Melperone,0,0,0,0,0,0,2011-12-12,1963-07-01,1,
Melphalan,0,0,0,0,0,0,2016-02-02,1963-07-01,394,1965-05-13
Memantine,0,0,1,0,1,0,2016-01-29,1963-07-01,652,
Menispermum Dahuricum,0,0,0,0,0,0,2012-05-08,1963-07-01,3,2004-01-14
Menotrophin,0,0,0,0,0,0,2016-01-11,1963-07-01,72,1990-09-12
Mentha,0,0,1,0,1,0,2016-01-13,1963-07-01,408,1981-11-14
Menthol,0,0,0,0,0,0,2016-01-21,1963-07-01,374,1972-11-13
Menthone,0,0,0,0,0,0,2011-12-14,1963-07-01,1,1982-12-08
Menthyl Valerate,0,0,0,0,0,0,2012-05-12,1963-07-01,7,1973-11-10
Mepacrine,0,0,0,0,0,0,2015-11-09,1963-07-01,73,1965-09-25
Mepenzolate,0,0,0,0,0,0,2011-12-14,1963-07-01,14,1965-09-25
Mephedrone,0,0,0,0,0,0,2015-08-26,1963-07-01,35,2010-02-13
Mepivacaine,0,0,0,0,0,0,2015-11-24,1963-07-01,344,1972-05-04
Meprobamate,0,0,0,0,0,0,2012-05-12,1963-07-01,377,1964-05-17
Meptazinol,0,0,1,0,1,0,2015-11-30,1963-07-01,891,1983-01-01
Mepyramine,0,0,0,0,0,0,2015-03-25,1963-07-01,57,1967-10-25
Mequitazine,0,0,0,0,0,0,2011-12-15,1963-07-01,38,1977-07-10
Mercaptamine,0,0,0,0,0,0,2016-01-29,1963-07-01,78,2005-11-16
Mercaptopurine,0,0,1,0,1,0,2016-02-04,1963-07-01,510,
Mercury,0,0,1,0,1,0,2012-05-12,1963-07-01,7,1974-07-15
Meropenem,0,0,1,0,1,0,2016-02-09,1963-07-01,793,1994-09-19
Mesalazine,0,0,1,0,1,0,2016-02-08,1963-07-01,2514,1984-06-01
Mesna,0,0,1,0,1,0,2015-06-26,1963-07-01,182,1980-10-23
Mesterolone,0,0,0,0,0,0,2015-11-03,1963-07-01,34,1972-12-05
Mestranol,0,0,0,0,0,0,2014-01-27,1963-07-01,3126,1963-10-06
Metamfetamine,0,0,0,0,0,0,2014-12-05,1963-07-01,1,
Metamphetamine,0,0,0,0,0,0,2011-07-19,1963-07-01,1,
Metaraminol,0,0,0,0,0,0,2015-09-17,1963-07-01,60,1965-11-16
Metaxalone,0,0,0,0,0,0,2012-08-14,1963-07-01,7,
Metergoline,0,0,0,0,0,0,2011-12-14,1963-07-01,1,1988-10-24
Metformin,0,0,7,0,7,0,2016-02-09,1963-07-01,4307,
Methacrylic Acid,0,0,0,0,0,0,2015-11-30,1963-07-01,83,1975-01-16
Methacycline,0,0,0,0,0,0,2012-02-10,1963-07-01,31,1964-08-17
Methadone,0,0,1,0,1,0,2016-02-03,1963-07-01,1350,1964-11-13
Methandienone,0,0,0,0,0,0,2015-06-22,1963-07-01,8,2012-08-24
Methaqualone,0,0,0,0,0,0,2011-12-14,1963-07-01,21,1965-01-28
Methenamine,0,0,0,0,0,0,2015-11-23,1963-07-01,53,1966-05-19
Methenolone Enanthate,0,0,0,0,0,0,2011-12-12,1963-07-01,5,
Methicillin,0,0,0,0,0,0,2011-12-14,1963-07-01,6,1965-03-05
Methionine,0,0,0,0,0,0,2016-02-08,1963-07-01,272,1973-05-01
Methixene,0,0,0,0,0,0,2011-12-14,1963-07-01,21,1964-06-05
Methocarbamol,0,0,0,0,0,0,2015-07-02,1963-07-01,375,1965-04-22
Methohexital,0,0,0,0,0,0,2012-05-12,1963-07-01,213,1964-04-01
Methoserpidine,0,0,0,0,0,0,2012-05-12,1963-07-01,63,1964-11-09
Methotrexate,0,0,14,0,14,0,2016-02-09,1963-07-01,8044,
Methoxamine,0,0,0,0,0,0,2011-12-12,1963-07-01,3,1999-11-15
Methoxetamine,0,0,0,0,0,0,2016-01-11,1963-07-01,2,
Methoxphenidine,0,0,0,0,0,0,2015-09-23,1963-07-01,5,2015-08-23
Methoxsalen,0,0,0,0,0,0,2014-12-23,1963-07-01,96,1976-10-04
Methoxyflurane,0,0,0,0,0,0,2016-02-03,1963-07-01,6,1971-01-01
Methoxyphenamine,0,0,0,0,0,0,2011-12-14,1963-07-01,4,1965-10-25
Methyclothiazide,0,0,0,0,0,0,2011-12-14,1963-07-01,1,1965-03-08
Methyl Alcohol,0,0,0,0,0,0,2011-12-15,1963-07-01,2,
Methyl Gallate,0,0,0,0,0,0,2011-12-15,1963-07-01,1,
Methyl Hydroxybenzoate,0,0,0,0,0,0,2014-05-20,1963-07-01,16,2010-10-10
Methyl Methacrylate Styrene Copolymer,0,0,0,0,0,0,2011-12-12,1963-07-01,2,2007-11-09
Methyl Nicotinate,0,0,0,0,0,0,2016-01-15,1963-07-01,107,1964-06-11
Methyl Salicylate,0,0,0,0,0,0,2016-01-20,1963-07-01,168,1978-11-12
Methylcellulose,0,0,0,0,0,0,2015-03-30,1963-07-01,20,1974-12-30
Methylchloroisothiazolinone,0,0,0,0,0,0,2015-09-14,1963-07-01,2,
Methyldopa,0,0,1,0,1,0,2015-12-30,1963-07-01,2540,1964-01-21
Methylenedioxymethamphetamine,0,0,0,0,0,0,2015-12-15,1963-07-01,48,1996-05-25
Methylephedrine,0,0,0,0,0,0,2011-12-13,1963-07-01,1,
Methylhexaneamine,0,0,0,0,0,0,2015-09-18,1963-07-01,2,2012-02-26
Methylisothiazolinone,0,0,0,0,0,0,2015-09-14,1963-07-01,5,
Methylnaltrexone,0,0,0,0,0,0,2015-03-13,1963-07-01,25,2009-04-29
Methylphenidate,0,0,6,0,6,0,2016-02-04,1963-07-01,2920,
Methylphenobarbital,0,0,0,0,0,0,2011-12-14,1963-07-01,1,1964-08-06
Methylprednisolone,0,0,1,0,1,0,2016-01-27,1963-07-01,2017,1964-06-02
Methylrosanilinium Chloride,0,0,0,0,0,0,2011-12-14,1963-07-01,1,1975-04-16
Methyltestosterone,0,0,0,0,0,0,2015-03-26,1963-07-01,15,1967-09-21
Methylthioninium,0,0,0,0,0,0,2015-11-30,1963-07-01,260,1974-01-30
Methylthioninium Chloride,0,0,0,0,0,0,2011-12-19,1963-07-01,197,1974-01-30
Methyprylone,0,0,0,0,0,0,2011-12-14,1963-07-01,12,1965-02-05
Methysergide,0,0,1,0,1,0,2016-02-09,1963-07-01,263,
Metipranolol,0,0,0,0,0,0,2012-05-12,1963-07-01,162,1986-10-29
Mianserin,0,0,5,0,5,0,2015-06-26,1963-07-01,2910,1976-06-01
Mibefradil,0,0,2,0,2,0,2016-02-08,1963-07-01,189,1997-10-08
Micafungin,0,0,0,0,0,0,2016-01-28,1963-07-01,43,2009-01-30
Miconazole,0,0,1,0,1,0,2016-01-18,1963-07-01,955,1975-03-02
Midazolam,0,0,9,0,9,0,2016-01-27,1963-07-01,1210,1983-03-31
Midodrine,0,0,0,0,0,0,2015-11-30,1963-07-01,120,2002-10-30
Mifamurtide Sodium,0,0,0,0,0,0,2015-12-17,1963-07-01,241,2010-08-13
Mifepristone,0,0,0,0,0,0,2016-01-08,1963-07-01,667,1992-01-24
Miglustat,0,0,2,0,2,0,2015-06-24,1963-07-01,35,2004-04-20
Milk,0,0,0,0,0,0,2008-04-28,1963-07-01,1,
Milrinone,0,0,0,0,0,0,2014-01-29,1963-07-01,42,1989-12-05
Miltefosine,0,0,0,0,0,0,2013-08-30,1963-07-01,1,
Mink Oil,0,0,0,0,0,0,2008-04-28,1963-07-01,2,
Minocycline,0,0,1,0,1,0,2015-12-14,1963-07-01,3500,1973-11-13
Minoxidil,0,0,0,0,0,0,2016-02-02,1963-07-01,713,1978-06-12
Mirabegron,0,0,2,0,2,0,2016-02-09,1963-07-01,988,2013-04-09
Mirtazapine,0,0,17,0,17,0,2016-02-08,1963-07-01,7641,
Misoprostol,0,1,0,0,1,0,2016-01-14,1963-07-01,4123,1988-02-01
Mitchella Repens,0,0,0,0,0,0,2011-12-12,1963-07-01,14,2008-05-06
Mitomycin,0,0,0,0,0,0,2016-01-06,1963-07-01,536,
Mitotane,0,0,1,0,1,0,2013-05-07,1963-07-01,35,2008-07-07
Mitozantrone,0,0,0,0,0,0,2016-01-06,1963-07-01,295,1984-07-07
Mitragyna,0,0,0,0,0,0,2011-12-12,1963-07-01,2,2010-01-30
Mivacurium,0,0,0,0,0,0,2016-01-22,1963-07-01,202,1993-03-18
Mixed Carotenoids,0,0,0,0,0,0,2011-12-15,1963-07-01,4,2010-08-18
Mixtures Of Fatty Alcohols,0,0,0,0,0,0,2012-05-08,1963-07-01,1,2009-04-15
Mizolastine,0,0,0,0,0,0,2015-08-14,1963-07-01,178,1998-04-24
Moclobemide,0,0,2,0,2,0,2015-11-30,1963-07-01,1104,1993-03-30
Modafinil,0,0,0,0,0,0,2016-02-09,1963-07-01,589,1997-02-20
Moexipril,0,0,0,0,0,0,2015-11-03,1963-07-01,17,1996-03-21
Molgramostim,0,0,0,0,0,0,2011-12-12,1963-07-01,22,1992-07-26
Molybdenum,0,0,0,0,0,0,2016-01-12,1963-07-01,77,1994-05-28
Molybdenum 99,0,0,0,0,0,0,2012-02-22,1963-07-01,9,2009-04-06
Mometasone,0,0,0,0,0,0,2016-02-09,1963-07-01,572,1993-06-05
Momordica,0,0,0,0,0,0,2012-01-16,1963-07-01,3,2006-05-01
Momordicin,0,0,0,0,0,0,2011-12-13,1963-07-01,7,2011-03-07
Monascus,0,0,0,0,0,0,2012-09-20,1963-07-01,1,2008-04-16
Monoclonal Antibody Sm3,0,0,0,0,0,0,2011-12-12,1963-07-01,2,2008-04-05
Monoethyl Fumarate,0,0,0,0,0,0,2012-05-08,1963-07-01,2,
Montelukast,0,0,4,0,4,0,2016-02-08,1963-07-01,4176,
Moracizine,0,0,0,0,0,0,2012-05-12,1963-07-01,19,1994-03-25
Morinda,0,0,0,0,0,0,2015-06-03,1963-07-01,14,2006-12-23
Morinda Citrifolia,0,0,0,0,0,0,2012-01-16,1963-07-01,4,2008-08-26
Moringa,0,0,0,0,0,0,2014-05-09,1963-07-01,2,2014-03-05
Morphine,0,0,4,0,4,0,2016-02-09,1963-07-01,2912,
Moxifloxacin,0,0,1,0,1,0,2016-01-08,1963-07-01,470,2003-06-24
Moxisylyte,0,0,0,0,0,0,2013-05-24,1963-07-01,147,1968-02-20
Moxonidine,0,0,1,0,1,0,2016-01-22,1963-07-01,739,1996-11-16
Mucopolysaccharide Polysulphate,0,0,0,0,0,0,2015-12-31,1963-07-01,42,1992-03-27
Muira Puama,0,0,0,0,0,0,2012-05-12,1963-07-01,10,2010-07-11
Mulberry,0,0,0,0,0,0,2015-10-15,1963-07-01,11,2009-12-15
Mupirocin,0,0,0,0,0,0,2016-01-14,1963-07-01,175,1985-05-20
Muramidase,0,0,0,0,0,0,2014-01-17,1963-07-01,9,
Muromonab Cd3,0,0,0,0,0,0,2014-12-01,1963-07-01,23,1998-05-02
Murraya,0,0,0,0,0,0,2011-12-12,1963-07-01,5,
Mycobacterium Obuense,0,0,0,0,0,0,2015-10-05,1963-07-01,10,2012-06-14
Mycophenolic Acid,0,0,1,0,1,0,2016-02-09,1963-07-01,2174,
Myristica Fragrans,0,0,0,0,0,0,2015-05-19,1963-07-01,11,2003-01-07
Myroxylon,0,0,0,0,0,0,2015-10-05,1963-07-01,56,1965-05-04
Nabilone,0,0,1,0,1,0,2015-11-30,1963-07-01,163,1983-02-10
Nabumetone,0,0,3,0,3,0,2015-09-04,1963-07-01,2118,1987-02-01
Nadide,0,0,0,0,0,0,2009-11-12,1963-07-01,1,2009-07-13
Nadolol,0,0,1,0,1,0,2015-11-30,1963-07-01,699,1979-01-29
Nafarelin,0,0,0,0,0,0,2016-02-04,1963-07-01,241,
Naftidrofuryl,0,0,2,0,2,0,2015-12-24,1963-07-01,618,1973-04-10
Nalbuphine,0,0,0,0,0,0,2015-11-30,1963-07-01,134,1983-03-01
Naldemedine,0,0,0,0,0,0,2014-12-24,1963-07-01,3,2014-12-17
Nalidixic Acid,0,0,1,0,1,0,2015-06-26,1963-07-01,2061,1964-04-01
Nalmefene,0,0,1,0,1,0,2016-02-01,1963-07-01,378,2013-09-01
Naloxone,0,0,0,0,0,0,2016-01-05,1963-07-01,706,1977-02-25
Naltrexone,0,0,0,0,0,0,2015-06-12,1963-07-01,245,1988-08-15
Nandina,0,0,0,0,0,0,2012-05-12,1963-07-01,2,
Nandrolone,0,0,0,0,0,0,2014-05-20,1963-07-01,112,1965-06-09
Naphazoline,0,0,0,0,0,0,2015-10-13,1963-07-01,14,1986-12-17
Naphyrone,0,0,0,0,0,0,2011-12-12,1963-07-01,2,2010-07-08
Naproxen,0,0,7,0,7,0,2016-02-09,1963-07-01,8175,
Naratriptan,0,0,1,0,1,0,2016-02-02,1963-07-01,276,1996-02-15
Naringin,0,0,0,0,0,0,2013-10-03,1963-07-01,9,2006-07-12
Nasturtium Officinale,0,0,0,0,0,0,2014-08-25,1963-07-01,4,2014-05-31
Natalizumab,0,0,1,0,1,0,2016-01-29,1963-07-01,892,2007-10-08
Natamycin,0,0,0,0,0,0,2011-12-14,1963-07-01,9,1970-02-20
Nateglinide,0,0,0,0,0,0,2015-11-03,1963-07-01,83,2002-01-04
Nebacumab,0,0,0,0,0,0,2012-05-08,1963-07-01,10,1991-07-11
Nebivolol,0,0,0,0,0,0,2016-01-08,1963-07-01,293,1999-08-02
Nedocromil,0,0,0,0,0,0,2015-08-28,1963-07-01,418,1985-02-01
Nefazodone,0,0,8,0,8,0,2015-11-04,1963-07-01,2713,1995-04-06
Nefopam,0,0,2,0,2,0,2016-02-09,1963-07-01,1620,1978-08-13
Nelarabine,0,0,0,0,0,0,2015-08-07,1963-07-01,30,2008-11-01
Nelfinavir,0,0,0,0,0,0,2016-02-01,1963-07-01,367,1997-08-18
Nelumbo,0,0,0,0,0,0,2013-11-04,1963-07-01,42,2007-10-22
Nemorubicin,0,0,0,0,0,0,2013-05-07,1963-07-01,2,2010-03-09
Neomycin,3,0,0,0,3,0,2016-01-13,1963-07-01,541,1964-07-20
Neostigmine,0,0,0,0,0,0,2015-12-03,1963-07-01,112,1966-10-11
Nepafenac,0,0,0,0,0,0,2015-11-04,1963-07-01,16,2010-02-10
Nepeta,0,0,0,0,0,0,2012-01-16,1963-07-01,11,2005-10-01
Netilmicin,0,0,0,0,0,0,2015-11-30,1963-07-01,45,1982-12-14
Netupitant,0,0,0,0,0,0,2015-12-04,1963-07-01,1,2015-10-29
Nevirapine,0,0,3,0,3,0,2016-02-04,1963-07-01,1952,1997-04-15
Nicardipine,0,0,1,0,1,0,2014-12-29,1963-07-01,770,1986-04-23
Nickel,0,0,0,0,0,0,2011-12-12,1963-07-01,2,
Niclosamide,0,0,0,0,0,0,2011-12-14,1963-07-01,2,1989-08-02
Nicoboxil,0,0,0,0,0,0,2011-12-14,1963-07-01,2,1977-12-23
Nicofuranose,0,0,0,0,0,0,2011-12-14,1963-07-01,25,1968-10-31
Nicorandil,0,0,1,0,1,0,2016-02-09,1963-07-01,2575,1994-11-04
Nicotine,0,0,5,0,5,0,2016-02-09,1963-07-01,4618,
Nicotinic Acid,2,0,0,0,2,0,2016-02-03,1963-07-01,1763,1964-06-24
Nicotinyl Alcohol,0,0,0,0,0,0,2012-05-12,1963-07-01,50,1967-10-03
Nicoumalone,0,0,0,0,0,0,2015-09-09,1963-07-01,124,1964-06-21
Nifedipine,0,0,11,0,11,0,2016-02-09,1963-07-01,10113,
Nifenazone,0,0,0,0,0,0,2011-12-14,1963-07-01,41,1963-10-23
Nifuratel,0,0,0,0,0,0,2011-12-14,1963-07-01,93,1968-09-07
Nilotinib,0,0,1,0,1,0,2016-02-09,1963-07-01,693,2007-06-19
Nimodipine,0,0,0,0,0,0,2016-02-08,1963-07-01,85,
Nimorazole,0,0,0,0,0,0,2011-12-14,1963-07-01,59,1973-05-01
Nisoldipine,0,0,0,0,0,0,2012-05-08,1963-07-01,17,1997-03-02
Nitazoxanide,0,0,0,0,0,0,2015-07-08,1963-07-01,4,2004-05-20
Nitisinone,0,0,0,0,0,0,2016-01-08,1963-07-01,18,2006-12-10
Nitrazepam,0,0,3,0,3,0,2016-01-11,1963-07-01,930,1965-11-19
Nitric Acid,0,0,0,0,0,0,2013-10-22,1963-07-01,1,
Nitric Oxide,0,0,0,0,0,0,2016-01-20,1963-07-01,16,2006-04-01
Nitrofurantoin,0,0,2,0,2,0,2016-02-09,1963-07-01,4546,
Nitrofurazone,0,0,0,0,0,0,2011-12-14,1963-07-01,1,1973-10-07
Nitrogen,0,0,0,0,0,0,2011-12-15,1963-07-01,3,1991-11-30
Nitrous Oxide,0,0,1,0,1,0,2015-12-15,1963-07-01,321,1971-10-14
Nizatidine,0,0,1,0,1,0,2015-11-03,1963-07-01,875,1987-06-01
Nomegestrol,1,0,0,0,1,0,2016-02-08,1963-07-01,17,2014-04-29
Nomifensine,0,0,2,0,2,0,2015-06-26,1963-07-01,1087,1977-05-01
Nonivamide,0,0,0,0,0,0,2008-09-12,1963-07-01,1,2000-07-20
Nonoxinol,0,0,0,0,0,0,2012-08-29,1963-07-01,85,1965-03-06
Noradrenaline,0,0,0,0,0,0,2015-07-09,1963-07-01,132,1972-11-17
Nordazepam,0,0,0,0,0,0,2016-01-12,1963-07-01,25,2009-07-30
Norelgestromin,0,0,0,0,0,0,2015-11-04,1963-07-01,389,2003-06-03
Norethisterone,4,0,3,0,7,0,2016-02-09,1963-07-01,10126,
Norfloxacin,0,0,2,0,2,0,2015-06-26,1963-07-01,517,1990-08-16
Norgestimate,1,0,0,0,1,0,2016-01-21,1963-07-01,719,1991-09-09
Norgestrel,1,0,0,0,1,0,2015-12-04,1963-07-01,1460,1968-10-29
Nortriptyline,1,0,2,0,3,0,2016-01-21,1963-07-01,843,1964-03-01
Noscapine,0,0,0,0,0,0,2015-11-30,1963-07-01,42,1967-09-14
Notopterygium,0,0,0,0,0,0,2012-01-16,1963-07-01,7,2008-01-28
Noxythiolin,0,0,1,0,1,0,2015-11-30,1963-07-01,18,1972-05-19
Nux Vomica,0,0,0,0,0,0,2015-05-07,1963-07-01,1,2015-04-21
Nystatin,0,0,0,0,0,0,2016-02-08,1963-07-01,685,1964-06-29
Occidentale Anacardium,0,0,0,0,0,0,2013-04-19,1963-07-01,2,
Ocimum,0,0,0,0,0,0,2014-06-24,1963-07-01,12,
Octanoic Acid,0,0,0,0,0,0,2012-05-12,1963-07-01,7,2003-02-04
Octaphonium Chloride,0,0,0,0,0,0,2014-05-09,1963-07-01,5,
Octopamine,0,0,0,0,0,0,2011-12-12,1963-07-01,7,2009-05-01
Octoxinol,0,0,0,0,0,0,2011-12-14,1963-07-01,7,1982-08-12
Octreotide,0,0,0,0,0,0,2016-01-12,1963-07-01,628,1989-03-01
Oenothera,0,0,1,0,1,0,2016-01-27,1963-07-01,150,1986-12-01
Oestradiol,3,0,0,0,3,0,2012-01-09,1963-07-01,4883,1966-05-01
Oestriol,0,0,0,0,0,0,2016-01-25,1963-07-01,286,1981-01-25
Ofatumumab,0,0,0,0,0,0,2016-01-18,1963-07-01,106,2010-01-27
Ofloxacin,0,0,1,0,1,0,2016-02-09,1963-07-01,2122,
Okoubaka,0,0,0,0,0,0,2015-07-21,1963-07-01,3,2006-03-01
Olanzapine,0,0,20,0,20,0,2016-02-09,1963-07-01,7938,1996-10-18
Olaparib,0,0,0,0,0,0,2015-09-08,1963-07-01,2,2015-08-20
Oldenlandia,0,0,0,0,0,0,2011-12-12,1963-07-01,2,2004-12-12
Olea Europea,0,0,0,0,0,0,2015-06-24,1963-07-01,46,1982-03-25
Oleuropein Aglycone,0,0,0,0,0,0,2015-05-01,1963-07-01,1,2014-10-23
Oleyl Alcohol,0,0,0,0,0,0,2008-09-12,1963-07-01,4,1983-12-12
Olmesartan,0,0,0,0,0,0,2016-01-12,1963-07-01,385,2003-09-12
Olopatadine,0,0,0,0,0,0,2015-12-17,1963-07-01,30,2005-03-23
Olsalazine,0,0,1,0,1,0,2015-05-28,1963-07-01,183,1985-06-01
Omalizumab,0,0,2,0,2,0,2016-02-03,1963-07-01,2100,
Omega 3 Acids,0,0,0,0,0,0,2016-02-03,1963-07-01,135,2002-11-12
Omeprazole,0,0,24,0,24,0,2016-02-09,1963-07-01,12736,
Ondansetron,0,0,1,0,1,0,2016-02-08,1963-07-01,1552,1989-03-09
Onion,0,0,0,0,0,0,2009-10-13,1963-07-01,3,
Ophiopogon,0,0,0,0,0,0,2012-01-16,1963-07-01,7,2007-05-19
Opipramol,0,0,0,0,0,0,2011-12-14,1963-07-01,28,1964-06-02
Opium,0,0,0,0,0,0,2015-10-19,1963-07-01,14,2003-05-30
Opuntia Ficus Indica,0,0,0,0,0,0,2016-02-01,1963-07-01,7,2011-11-16
Orange Extract,0,0,0,0,0,0,2011-12-12,1963-07-01,2,
Orciprenaline,0,0,0,0,0,0,2015-07-23,1963-07-01,355,1964-05-29
Origanum,0,0,0,0,0,0,2014-05-26,1963-07-01,4,
Orlistat,0,0,1,0,1,0,2016-02-02,1963-07-01,2856,1998-09-20
Ornithine,0,0,0,0,0,0,2013-11-04,1963-07-01,13,1973-05-01
Ornithogalum,0,0,0,0,0,0,2015-02-02,1963-07-01,14,1999-08-19
Orobanche,0,0,0,0,0,0,2012-05-12,1963-07-01,2,
Orotic Acid,0,0,0,0,0,0,2011-12-12,1963-07-01,1,
Orphenadrine,0,0,3,0,3,0,2015-04-15,1963-07-01,313,1964-06-02
Orteronel,0,0,0,0,0,0,2012-01-04,1963-07-01,1,2011-11-29
Oryza Sativa,0,0,0,0,0,0,2012-05-08,1963-07-01,5,2008-04-16
Oseltamivir,0,0,1,0,1,0,2012-08-09,1963-07-01,2368,2003-10-25
Osteogenic Protein 1 Recombinant,0,0,0,0,0,0,2012-10-25,1963-07-01,3,2012-09-27
Oteracil,0,0,0,0,0,0,2015-03-05,1963-07-01,22,2013-06-18
Oxaliplatin,0,0,0,0,0,0,2016-02-09,1963-07-01,2129,1999-09-22
Oxamniquine,0,0,0,0,0,0,2011-12-14,1963-07-01,2,1983-11-25
Oxandrolone,0,0,0,0,0,0,2013-08-23,1963-07-01,2,2013-04-01
Oxatomide,0,0,0,0,0,0,2011-12-14,1963-07-01,14,1981-10-01
Oxazepam,0,0,1,0,1,0,2015-10-20,1963-07-01,187,1966-04-01
Oxcarbazepine,0,0,5,0,5,0,2016-01-27,1963-07-01,540,2000-03-16
Oxedrine,0,0,0,0,0,0,2013-12-10,1963-07-01,13,2009-05-01
Oxerutins,0,0,1,0,1,0,2014-01-29,1963-07-01,42,1991-06-01
Oxethazaine,0,0,0,0,0,0,2015-11-30,1963-07-01,36,1969-04-01
Oxidised Cellulose,0,0,0,0,0,0,2011-12-12,1963-07-01,4,
Oxidronic Acid,0,0,0,0,0,0,2015-12-10,1963-07-01,167,1992-05-06
Oxitropium,0,0,0,0,0,0,2015-05-12,1963-07-01,201,1991-02-16
Oxolinic Acid,0,0,0,0,0,0,2015-06-26,1963-07-01,73,1974-08-28
Oxprenolol,0,0,2,0,2,0,2015-11-30,1963-07-01,2031,1970-09-24
Oxybenzone,0,0,0,0,0,0,2011-12-12,1963-07-01,3,2009-02-13
Oxybuprocaine,0,0,0,0,0,0,2015-06-24,1963-07-01,51,1984-10-18
Oxybutynin,0,0,1,0,1,0,2016-02-03,1963-07-01,2114,
Oxycodone,0,0,4,0,4,0,2016-02-03,1963-07-01,1492,
Oxygen,1,0,0,0,1,0,2015-12-17,1963-07-01,211,1976-05-28
Oxymetazoline,0,0,0,0,0,0,2016-01-29,1963-07-01,90,1965-02-11
Oxymetholone,0,0,0,0,0,0,2014-09-02,1963-07-01,95,1969-04-01
Oxypertine,0,0,0,0,0,0,2011-12-14,1963-07-01,75,1967-07-29
Oxyphenbutazone,0,0,0,0,0,0,2015-11-30,1963-07-01,799,1963-08-01
Oxyphenisatine,0,0,0,0,0,0,2011-12-14,1963-07-01,2,1967-12-06
Oxytetracycline,0,1,0,0,1,0,2016-02-08,1963-07-01,1219,1964-11-02
Oxytocin,0,0,1,0,1,0,2015-11-30,1963-07-01,717,1964-03-01
Paclitaxel,0,0,1,0,1,0,2016-01-21,1963-07-01,1235,1994-01-11
Paclitaxel Albumin,0,0,0,0,0,0,2015-12-24,1963-07-01,169,2009-10-20
Padimate,0,0,0,0,0,0,2011-12-14,1963-07-01,37,1975-06-30
Paeonia,0,0,0,0,0,0,2014-07-14,1963-07-01,88,2001-07-16
Palifermin,0,0,0,0,0,0,2015-05-27,1963-07-01,4,2008-10-12
Paliperidone,0,0,0,0,0,0,2016-02-09,1963-07-01,1109,2008-03-20
Palivizumab,0,0,0,0,0,0,2016-02-09,1963-07-01,479,1999-10-18
Palladium,0,0,0,0,0,0,2011-12-12,1963-07-01,1,
Palmitic Acid,0,0,0,0,0,0,2011-12-12,1963-07-01,3,2001-07-11
Palonosetron,0,0,0,0,0,0,2015-12-04,1963-07-01,16,2011-01-15
Pamidronic Acid,0,0,0,0,0,0,2015-12-10,1963-07-01,1118,1988-01-05
Panax,0,0,1,0,1,0,2015-12-03,1963-07-01,220,1979-02-09
Pancreatin,0,0,0,0,0,0,2016-02-04,1963-07-01,418,
Pancrelipase,0,0,0,0,0,0,2012-06-20,1963-07-01,5,1991-06-14
Pancreozymin,0,0,0,0,0,0,2011-12-12,1963-07-01,3,1995-05-04
Pancuronium,0,0,0,0,0,0,2015-11-30,1963-07-01,108,1969-08-12
Panitumumab,0,0,0,0,0,0,2015-11-30,1963-07-01,32,2006-12-15
Pantoprazole,0,0,1,0,1,0,2016-02-09,1963-07-01,997,
Papain,0,0,0,0,0,0,2012-05-12,1963-07-01,9,
Papaveretum,0,0,0,0,0,0,2015-11-30,1963-07-01,27,1981-04-15
Papaverine,0,0,0,0,0,0,2015-11-30,1963-07-01,166,1967-09-14
Paracetamol,24,0,4,0,28,0,2016-02-09,1963-07-01,14934,
Parachlorophenol,0,0,0,0,0,0,2012-01-16,1963-07-01,7,1987-11-29
Paradichlorobenzene,0,0,0,0,0,0,2016-01-11,1963-07-01,31,1965-07-02
Paraffins,0,0,0,0,0,0,2016-01-22,1963-07-01,585,1965-12-26
Paraldehyde,0,0,0,0,0,0,2015-11-30,1963-07-01,31,1968-07-01
Paraphenylenediamine,0,0,0,0,0,0,2011-12-12,1963-07-01,1,
Parathyroid,0,0,0,0,0,0,2011-12-14,1963-07-01,1,
Parecoxib,0,0,0,0,0,0,2014-01-30,1963-07-01,46,2002-11-20
Pargyline,0,0,0,0,0,0,2015-01-28,1963-07-01,56,1964-05-08
Paricalcitol,0,0,0,0,0,0,2014-09-23,1963-07-01,17,2007-08-24
Parietaria,0,0,0,0,0,0,2012-01-11,1963-07-01,15,1982-03-25
Paroxetine,0,0,108,0,108,0,2016-02-09,1963-07-01,34373,
Parthenium,0,0,0,0,0,0,2012-01-16,1963-07-01,11,2005-10-01
