,amnesia,total,ratio
Viburnum,1980.0,393000.0,0.00503816793893
Vidarabine,91.0,11000.0,0.00827272727273
Vigabatrin,1260.0,31800.0,0.0396226415094
Vildagliptin,62.0,33100.0,0.00187311178248
Viloxazine,53.0,3910.0,0.0135549872123
Vinblastine,9020.0,140000.0,0.0644285714286
Vinburnine,15.0,1180.0,0.0127118644068
Vincamine,112.0,9940.0,0.0112676056338
Vincristine,1970.0,225000.0,0.00875555555556
Vindesine,33.0,18100.0,0.00182320441989
Vinflunine,5.0,6500.0,0.000769230769231
Vinorelbine,184.0,69600.0,0.00264367816092
Vinpocetine,630.0,58000.0,0.0108620689655
Viola Tricolor,134.0,98000.0,0.00136734693878
Viscum Album,123.0,53100.0,0.00231638418079
Vismodegib,45.0,19000.0,0.00236842105263
Visnea,0.0,1290.0,0.0
Vit B12 With Intrinsic Factor Conc,279.0,23900.0,0.0116736401674
Vitamin B Substances,33400.0,1610000.0,0.0207453416149
Vitamin D Substances,24500.0,4950000.0,0.00494949494949
Vitamin E Substances,31200.0,4460000.0,0.00699551569507
Vitamin K Substances,11800.0,2160000.0,0.00546296296296
Vitamins A And D,94100.0,27100000.0,0.00347232472325
Vitex Agnus Castus,202.0,53800.0,0.00375464684015
Vitis,531.0,724000.0,0.000733425414365
Von Willebrand Factor Human,3840.0,364000.0,0.0105494505495
Voriconazole,1400.0,92600.0,0.0151187904968
Vortioxetine,220.0,13500.0,0.0162962962963
Walnut,11500.0,13600000.0,0.000845588235294
Warfarin,20400.0,764000.0,0.0267015706806
Wasp Venom,4210.0,214000.0,0.0196728971963
Withania Somnifera,1240.0,73800.0,0.0168021680217
Wool Alcohols,3580.0,923000.0,0.00387865655471
Wool Fat,3890.0,2370000.0,0.00164135021097
Xamoterol,50.0,3430.0,0.0145772594752
Xanthan Gum,281.0,475000.0,0.000591578947368
Xanthium,41.0,101000.0,0.000405940594059
Xanthoparmelia,4.0,7540.0,0.00053050397878
Xenon Xe 133,85.0,29600.0,0.00287162162162
Xipamide,9.0,2810.0,0.00320284697509
Xylitol,466.0,515000.0,0.000904854368932
Xylometazoline,91.0,21900.0,0.00415525114155
Xylose,126.0,209000.0,0.000602870813397
Yellow Beeswax,957.0,821000.0,0.00116565164434
Yohimbine,1970.0,119000.0,0.0165546218487
Yttrium,804.0,378000.0,0.00212698412698
Yttrium 90,136.0,330000.0,0.000412121212121
Yucca,3930.0,1180000.0,0.00333050847458
Zafirlukast,270.0,23600.0,0.0114406779661
Zalcitabine,115.0,15900.0,0.00723270440252
Zaleplon,2840.0,28900.0,0.0982698961938
Zanamivir,123.0,48000.0,0.0025625
Zanthoxylum,66.0,57500.0,0.00114782608696
Zea Mays,1130.0,334000.0,0.00338323353293
Zeaxanthin,188.0,159000.0,0.00118238993711
Ziconotide,171.0,8470.0,0.0201889020071
Zidovudine,1380.0,153000.0,0.00901960784314
Zimeldine,26.0,2080.0,0.0125
Zinc,16100.0,11000000.0,0.00146363636364
Zinc Aspartate,1170.0,92200.0,0.0126898047722
Zingiber Officinale,995.0,171000.0,0.00581871345029
Ziprasidone,4000.0,63600.0,0.062893081761
Zizyphus,337.0,41700.0,0.00808153477218
Zoledronic Acid,173.0,66900.0,0.00258594917788
Zolmitriptan,569.0,37400.0,0.0152139037433
Zolpidem,12300.0,252000.0,0.0488095238095
Zomepirac,17.0,4360.0,0.00389908256881
Zonisamide,1260.0,34900.0,0.0361031518625
Zopiclone,5620.0,77200.0,0.0727979274611
Zotepine,124.0,6580.0,0.0188449848024
Zuclopenthixol,223.0,10700.0,0.0208411214953
